"name","status","summary","duration_s"
"espn_nba_franchise","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 16  | cols: id, uid, slug, location, name, nickname, abbreviation, display_name, short_display_name, color, is_active, league  ... ",3.5
"espn_nba_franchises","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 30 x 3  | cols: franchise_id, ref, league  ",3.4
"espn_nba_freeagents","EMPTY","class: data.frame  | dim: 0 x 0  | cols:   ",3.3
"espn_nba_futures","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 586 x 11  | cols: season, league, market_id, market_name, market_type, market_display, provider_id, provider_name, team_id, odds_value, team_ref  ",4.1
"espn_nba_game_all","OK","list with 3 elements: Plays, Team, Player  |   Plays : 472 x 54  |   Team : 2 x 57  |   Player : 24 x 57 ",4.8
"espn_nba_game_rosters","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 24 x 175  | cols: athlete_id, athlete_uid, athlete_guid, athlete_type, sdr, first_name, last_name, full_name, athlete_display_name, short_name, weight, display_weight  ... ",5.6
"espn_nba_injuries","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 28 x 12  | cols: team_id, athlete_id, athlete_name, position, status, date, type, side, returns_at, short_comment, long_comment, season  ",4.1
"espn_nba_leaders","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 400 x 11  | cols: season, season_type, category, abbreviation, athlete_id, athlete_name, team_id, team_abbrev, value, rank, display_value  ",3.8
"espn_nba_news","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 5 x 9  | cols: id, type, headline, description, published, premium, byline, link_web, league_id  ",3.5
"espn_nba_pbp","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 475 x 54  | cols: id, sequence_number, text, away_score, home_score, scoring_play, score_value, wallclock, shooting_play, points_attempted, short_description, type_id  ... ",3.7
"espn_nba_player_box","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 26 x 57  | cols: game_id, season, season_type, game_date, game_date_time, athlete_id, athlete_display_name, team_id, team_name, team_location, team_short_display_name, minutes  ... ",3.7
"espn_nba_player_stats","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 272  | cols: athlete_id, athlete_uid, athlete_guid, athlete_type, sdr, first_name, last_name, full_name, display_name, short_name, weight, display_weight  ... ",11.9
"espn_nba_position","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 7  | cols: position_id, name, display_name, abbreviation, leaf, parent_ref, league  ",4
"espn_nba_positions","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 11 x 3  | cols: position_id, ref, league  ",3.2
"espn_nba_powerindex","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 4260 x 12  | cols: league, season, season_type, team_id, stat_name, abbreviation, display_name, description, value, display_value, last_updated, team_ref  ",6.2
"espn_nba_scoreboard","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 4 x 37  | cols: matchup, matchup_short, season, season_type, season_slug, game_id, game_uid, game_date, attendance, play_by_play_available, status_name, broadcast_market  ... ",3.2
"espn_nba_season_awards","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 20 x 4  | cols: season, award_id, ref, league  ",10.4
"espn_nba_season_draft","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 10  | cols: league, season, year, uid, number_of_rounds, display_name, short_display_name, status_ref, athletes_ref, rounds_ref  ",2.9
"espn_nba_season_group","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 15  | cols: league, season, season_type, group_id, uid, name, abbreviation, short_name, midsize_name, is_conference, slug, parent_ref  ... ",5.9
"espn_nba_season_group_children","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 3 x 6  | cols: league, season, season_type, parent_group_id, child_group_id, ref  ",3.2
"espn_nba_season_group_teams","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 15 x 6  | cols: league, season, season_type, group_id, team_id, ref  ",6.2
"espn_nba_season_groups","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 4 x 5  | cols: league, season, season_type, group_id, ref  ",3.8
"espn_nba_season_info","OK","list with 6 elements: Info, Types, Athletes, Coaches, Teams, Awards  |   Info : 1 x 6  |   Types : 1 x 2  |   Athletes : 0 x 0  |   Coaches : 0 x 0  |   Teams : 0 x 0 ",3.8
"espn_nba_season_leaders","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 800 x 15  | cols: league, season, season_type, category_name, category_display, category_short, category_abbrev, rank, athlete_id, team_id, display_value, value  ... ",5.2
"espn_nba_season_ranking","OK","class: NULL  | length: 0 ",2.9
"espn_nba_season_rankings","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 0 x 4  | cols: league, season, ranking_id, ref  ",9.8
"espn_nba_season_type","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 16  | cols: league, season, season_type, type, name, abbreviation, year, start_date, end_date, has_groups, has_standings, has_legs  ... ",4.4
"espn_nba_season_types","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 5 x 4  | cols: league, season, season_type, ref  ",3.2
"espn_nba_season_week","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 8  | cols: league, season, season_type, week, text, start_date, end_date, rankings_ref  ",3
"espn_nba_season_weeks","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 35 x 5  | cols: league, season, season_type, week, ref  ",3.5
"espn_nba_seasons","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 5  | cols: season, start_date, end_date, display_name, season_type_count  ",30.9
"espn_nba_standings","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 30 x 25  | cols: team_id, team, avgpointsagainst, avgpointsfor, clincher, differential, divisionwinpercent, gamesbehind, leaguewinpercent, losses, playoffseed, pointdifferential  ... ",18
"espn_nba_team","OK","list with 5 elements: Info, Record, NextEvent, StandingSummary, Coaches  |   Info : 1 x 12  |   Record : 3 x 4  |   NextEvent : 1 x 4  |   StandingSummary : 1 x 1  |   Coaches : 0 x 0 ",3.1
"espn_nba_team_box","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 2 x 57  | cols: game_id, season, season_type, game_date, game_date_time, team_id, team_uid, team_slug, team_location, team_name, team_abbreviation, team_display_name  ... ",3.1
"espn_nba_team_current_roster","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 17 x 104  | cols: team_id, team_uid, team_slug, team_location, team_name, team_abbreviation, team_display_name, team_short_name, team_color, team_alternate_color, team_is_active, franchise..r",3
"espn_nba_team_depthchart","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 30 x 10  | cols: league, team_id, season, depthchart_id, depthchart_name, position, rank, athlete_id, athlete_ref, position_ref  ",3.1
"espn_nba_team_injuries","EMPTY","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 0 x 0  | cols:   ",3.2
"espn_nba_team_leaders","EMPTY","class: tbl_df,tbl,data.frame  | dim: 0 x 0  | cols:   ",2.9
"espn_nba_team_news","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 5 x 9  | cols: id, type, headline, description, published, premium, byline, link_web, league_id  ",3.2
"espn_nba_team_odds_records","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 60 x 13  | cols: league, team_id, season, season_type, category_type, category_abbrev, category_short, category_display, stat_type, stat_abbrev, stat_display, value  ... ",2.8
"espn_nba_team_record","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 12 x 14  | cols: league, team_id, season, season_type, record_id, name, abbreviation, display_name, short_display_name, description, type, summary  ... ",3.6
"espn_nba_team_record_detail","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 21 x 15  | cols: league, team_id, season, season_type, record_id, record_name, record_abbrev, record_display, record_type, record_summary, stat_name, stat_abbrev  ... ",2.9
"espn_nba_team_roster","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 17 x 15  | cols: athlete_id, full_name, jersey, position_abbrev, position_name, height, weight, age, birth_date, birth_place, headshot, link_web  ... ",3.3
"espn_nba_team_schedule","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 84 x 21  | cols: event_id, season, season_type, week, date, name, short_name, opponent_id, opponent_abbrev, home_away, neutral_site, conference_competition  ... ",3.6
"espn_nba_team_season_profile","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 35  | cols: id, guid, uid, slug, location, name, nickname, abbreviation, display_name, short_display_name, color, alternate_color  ... ",2.9
"espn_nba_team_season_roster","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 17 x 5  | cols: league, team_id, season, athlete_id, ref  ",2.7
"espn_nba_team_season_statistics","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 109 x 13  | cols: league, season, season_type, team_id, category_name, category_display, stat_name, stat_abbrev, stat_display, value, display_value, rank  ... ",2.9
"espn_nba_team_stats","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 213  | cols: team_id, team_guid, team_uid, team_slug, team_location, team_name, team_abbreviation, team_display_name, team_short_display_name, team_color, team_alternate_color, team_is_ac",3.2
"espn_nba_teams","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 30 x 25  | cols: abbreviation, alternate_color, color, display_name, team_id, team, logo, logo_dark, logos_href_3, logos_href_4, logos_href_5, logos_href_6  ... ",2.8
"espn_nba_tournament","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 4  | cols: tournament_id, display_name, seasons_ref, league  ",2.8
"espn_nba_tournament_season","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 1 x 8  | cols: league, tournament_id, season, display_name, short_display_name, number_of_rounds, season_ref, bracketology_ref  ",3.1
"espn_nba_tournament_seasons","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 3 x 4  | cols: league, tournament_id, season, ref  ",2.8
"espn_nba_tournaments","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 2 x 3  | cols: tournament_id, ref, league  ",3
"espn_nba_transactions","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 10 x 9  | cols: transaction_id, date, type, description, team_id, athlete_id, athlete_name, from_team_id, to_team_id  ",3.1
"espn_nba_venues","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 646 x 9  | cols: venue_id, name, full_name, address_city, address_state, capacity, indoor, grass, images_url  ",3.3
"espn_nba_week_ranking","OK","class: NULL  | length: 0 ",2.7
"espn_nba_week_rankings","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 0 x 6  | cols: league, season, season_type, week, ranking_id, ref  ",2.8
"espn_nba_wp","OK","class: hoopR_data,tbl_df,tbl,data.table,data.frame  | dim: 472 x 24  | cols: game_id, play_id, home_win_percentage, away_win_percentage, tie_percentage, sequence_number, text, away_score, home_score, scoring_play, score_value, participants  ... ",2.9
